top1,top1_err,top5,top5_err,robust_top1,robust_top1_err,robust_top5,robust_top5_err,loss,adv_loss,param_count,img_size,cropt_pct,interpolation,attack,attack_steps,model,epoch,seed
64.0592,35.9408,85.7431,14.2569,41.8247,58.1753,68.7591,31.2409,1.7036882638931274,2.7299704551696777,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,59,0
63.5529,36.4471,85.4002,14.5998,39.3578,60.6422,66.0965,33.9035,1.7914927005767822,2.9338560104370117,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,59,0
63.2483,36.7517,85.2146,14.7854,38.2221,61.7779,64.9125,35.0875,1.8328180313110352,3.0295028686523438,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,59,0
62.7481,37.2519,84.8415,15.1585,36.3018,63.6982,62.6997,37.3003,1.9359594583511353,3.207697868347168,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,59,0
64.5171,35.4829,86.0215,13.9785,44.334,55.666,71.1413,28.8587,1.6450905799865723,2.5531654357910156,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,59,1
64.0653,35.9347,85.7411,14.2589,41.8186,58.1814,68.745,31.255,1.7036736011505127,2.7299792766571045,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,59,1
63.559,36.441,85.3962,14.6038,39.3315,60.6685,66.0965,33.9035,1.79148530960083,2.933643102645874,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,59,1
63.2544,36.7456,85.2166,14.7834,38.2241,61.7759,64.9084,35.0916,1.8328230381011963,3.029615640640259,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,59,1
62.7582,37.2418,84.8435,15.1565,36.3059,63.6941,62.6553,37.3447,1.9358899593353271,3.207594633102417,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,59,1
64.4989,35.5011,86.0315,13.9685,44.342,55.658,71.1453,28.8547,1.645043969154358,2.553128957748413,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,59,2
64.0693,35.9307,85.7451,14.2549,41.8267,58.1733,68.7792,31.2208,1.7036876678466797,2.7300119400024414,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,59,2
