top1,top1_err,top5,top5_err,robust_top1,robust_top1_err,robust_top5,robust_top5_err,loss,adv_loss,param_count,img_size,cropt_pct,interpolation,attack,attack_steps,model,epoch,seed
43.8174,56.1826,69.2043,30.7957,24.4632,75.5368,48.4685,51.5315,2.7248144149780273,3.8210246562957764,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,9,2
48.7319,51.2681,73.8129,26.1871,29.9145,70.0855,55.6559,44.3441,2.4508955478668213,3.41656494140625,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,19,0
48.6792,51.3208,73.7542,26.2458,29.2176,70.7824,54.8659,45.1341,2.4544997215270996,3.4678988456726074,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,19,0
48.6853,51.3147,73.7825,26.2175,28.8956,71.1044,54.4668,45.5332,2.4552788734436035,3.4955010414123535,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,19,0
48.6772,51.3228,73.7582,26.2418,28.7355,71.2645,54.3331,45.6669,2.4557785987854004,3.5050172805786133,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,19,0
48.6225,51.3775,73.7197,26.2803,28.5856,71.4144,54.165,45.835,2.4570584297180176,3.515385389328003,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,19,0
48.6812,51.3188,73.742,26.258,29.9165,70.0835,55.6863,44.3137,2.4533278942108154,3.4173665046691895,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,19,1
48.6914,51.3086,73.7501,26.2499,29.1994,70.8006,54.8598,45.1402,2.454512357711792,3.467890739440918,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,19,1
48.6974,51.3026,73.7724,26.2276,28.8874,71.1126,54.479,45.521,2.4552884101867676,3.495504379272461,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,19,1
48.667,51.333,73.7562,26.2438,28.7335,71.2665,54.3351,45.6649,2.4557769298553467,3.5050063133239746,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,19,1
48.6286,51.3714,73.7359,26.2641,28.5917,71.4083,54.1549,45.8451,2.4570531845092773,3.515369176864624,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,19,1
48.6751,51.3249,73.7542,26.2458,29.9206,70.0794,55.6904,44.3096,2.4533352851867676,3.4173240661621094,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,19,2
48.6893,51.3107,73.742,26.258,29.2116,70.7884,54.8618,45.1382,2.4545114040374756,3.4678730964660645,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,19,2
48.6812,51.3188,73.7663,26.2337,28.8753,71.1247,54.4628,45.5372,2.4552762508392334,3.495518207550049,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,19,2
48.6792,51.3208,73.7602,26.2398,28.7436,71.2564,54.3392,45.6608,2.455784320831299,3.5049877166748047,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,19,2
48.6225,51.3775,73.7278,26.2722,28.5998,71.4002,54.1832,45.8168,2.4570629596710205,3.5154032707214355,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,19,2
51.5355,48.4645,76.0007,23.9993,32.0416,67.9584,58.3158,41.6842,2.3050882816314697,3.2769181728363037,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,29,0
51.5051,48.4949,75.9298,24.0702,31.3082,68.6918,57.5237,42.4763,2.3083224296569824,3.3287808895111084,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,29,0
51.4829,48.5171,75.9177,24.0823,30.8646,69.1354,57.1044,42.8956,2.309277296066284,3.357316732406616,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,29,0
51.4646,48.5354,75.9238,24.0762,30.7491,69.2509,56.9504,43.0496,2.309838056564331,3.3670499324798584,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,29,0
51.4808,48.5192,75.8407,24.1593,30.5506,69.4494,56.8106,43.1894,2.3114800453186035,3.378056049346924,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,29,0
51.4788,48.5212,75.9359,24.0641,32.0173,67.9827,58.3239,41.6761,2.307429790496826,3.2771859169006348,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,29,1
51.5031,48.4969,75.9298,24.0702,31.3103,68.6897,57.5278,42.4722,2.308328628540039,3.3287692070007324,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,29,1
51.4849,48.5151,75.9197,24.0803,30.8686,69.1314,57.0963,42.9037,2.3092808723449707,3.3573174476623535,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,29,1
51.4565,48.5435,75.9217,24.0783,30.7694,69.2306,56.9443,43.0557,2.3098442554473877,3.3670411109924316,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,29,1
51.4586,48.5414,75.8407,24.1593,30.5587,69.4413,56.8086,43.1914,2.311492681503296,3.3780603408813477,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,29,1
51.491,48.509,75.944,24.056,32.0335,67.9665,58.3279,41.6721,2.3074355125427246,3.277223825454712,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,29,2
51.5092,48.4908,75.9319,24.0681,31.3123,68.6877,57.5237,42.4763,2.3083229064941406,3.328763961791992,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,29,2
51.493,48.507,75.9238,24.0762,30.8585,69.1415,57.1023,42.8977,2.309278964996338,3.357300043106079,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,29,2
51.4525,48.5475,75.9217,24.0783,30.7613,69.2387,56.9504,43.0496,2.3098337650299072,3.367049217224121,26.25,224,1.0,bicubic,pgd,10,xcit_small_12_p16_224,29,2
51.4626,48.5374,75.8468,24.1532,30.5486,69.4514,56.8066,43.1934,2.311476230621338,3.3780517578125,26.25,224,1.0,bicubic,pgd,200,xcit_small_12_p16_224,29,2
54.2906,45.7094,78.3405,21.6595,34.6062,65.3938,61.2775,38.7225,2.1488447189331055,3.1092519760131836,26.25,224,1.0,bicubic,pgd,1,xcit_small_12_p16_224,39,0
54.2278,45.7722,78.3182,21.6818,33.8141,66.1859,60.4752,39.5248,2.1525793075561523,3.165318012237549,26.25,224,1.0,bicubic,pgd,2,xcit_small_12_p16_224,39,0
54.2116,45.7884,78.3324,21.6676,33.4475,66.5525,60.062,39.938,2.153724431991577,3.195974349975586,26.25,224,1.0,bicubic,pgd,5,xcit_small_12_p16_224,39,0
