point,seed,steps,loss
19,4,1,0.7617391
20,4,1,0.6812383
21,4,1,5.670435
22,4,1,0.12179076
23,4,1,1.1132056
24,4,1,2.548047
25,4,1,7.5736284
26,4,1,1.1564468
27,4,1,1.9826328
28,4,1,1.5652784
29,4,1,2.673844
30,4,1,2.40057
31,4,1,6.2366343
0,4,2,3.5994148
1,4,2,0.47059602
2,4,2,1.1896152
3,4,2,3.1060598
4,4,2,3.192267
5,4,2,1.5301383
6,4,2,0.09149489
7,4,2,4.2501764
8,4,2,0.08679641
9,4,2,4.249432
10,4,2,1.764026
11,4,2,3.4027398
12,4,2,2.6031883
13,4,2,2.7666981
14,4,2,0.61951715
15,4,2,2.7775078
16,4,2,3.635519
17,4,2,2.7773843
18,4,2,5.655878
19,4,2,0.88610363
20,4,2,0.7962782
21,4,2,5.891088
22,4,2,0.13002388
23,4,2,1.248487
24,4,2,2.5926538
25,4,2,7.686034
26,4,2,1.3097221
27,4,2,2.117413
28,4,2,1.6691577
29,4,2,2.742408
30,4,2,2.491077
31,4,2,6.452733
0,4,5,4.0770073
1,4,5,0.6703675
2,4,5,1.250696
3,4,5,3.669034
4,4,5,3.6260686
5,4,5,1.74869
6,4,5,0.09644466
7,4,5,4.7114935
8,4,5,0.100908354
9,4,5,4.5079293
10,4,5,2.0545478
11,4,5,4.047146
12,4,5,3.010845
13,4,5,3.2866795
14,4,5,0.92875105
15,4,5,3.367409
16,4,5,4.1154823
17,4,5,2.998592
18,4,5,6.071921
19,4,5,1.2579927
20,4,5,1.1299927
21,4,5,6.4029245
22,4,5,0.16633597
23,4,5,1.6456481
24,4,5,2.7072678
25,4,5,7.991311
26,4,5,1.7658607
27,4,5,2.51878
28,4,5,1.9229312
29,4,5,2.919592
30,4,5,2.7279263
31,4,5,6.9993057
0,4,10,4.574688
1,4,10,0.9249673
2,4,10,1.3159099
3,4,10,4.2429876
4,4,10,4.100063
5,4,10,1.9823686
6,4,10,0.103072315
7,4,10,5.184499
8,4,10,0.123406075
9,4,10,4.7596307
10,4,10,2.3628764
11,4,10,4.694885
12,4,10,3.4102323
13,4,10,3.872387
14,4,10,1.3570255
15,4,10,3.9941697
16,4,10,4.55964
17,4,10,3.2236521
18,4,10,6.4678936
19,4,10,1.7142229
20,4,10,1.5266298
21,4,10,6.8785954
22,4,10,0.23940946
23,4,10,2.1758904
24,4,10,2.8339615
25,4,10,8.316286
26,4,10,2.2773316
27,4,10,3.0002725
28,4,10,2.2224774
29,4,10,3.0794148
30,4,10,2.9678562
31,4,10,7.4726906
0,4,50,4.7230663
1,4,50,0.9991113
2,4,50,1.3347352
3,4,50,4.3245673
4,4,50,4.2131066
5,4,50,2.0539668
6,4,50,0.10525783
7,4,50,5.307104
8,4,50,0.13705774
9,4,50,4.8266764
10,4,50,2.4443154
11,4,50,4.808918
12,4,50,3.4866383
13,4,50,4.039714
14,4,50,1.5408838
15,4,50,4.1645575
16,4,50,4.6557994
17,4,50,3.2897816
18,4,50,6.5745378
19,4,50,1.8767025
20,4,50,1.6579921
21,4,50,7.030342
22,4,50,0.3523756
23,4,50,2.6299884
24,4,50,2.8789601
25,4,50,8.385039
26,4,50,2.4174914
27,4,50,3.1449554
28,4,50,2.2935207
29,4,50,3.115605
30,4,50,3.0189714
31,4,50,7.5653234
0,4,100,4.731484
1,4,100,0.9995758
2,4,100,1.3349138
3,4,100,4.324774
4,4,100,4.2168617
5,4,100,2.054527
6,4,100,0.10500807
7,4,100,5.3131986
8,4,100,0.13638057
