point,seed,steps,loss
31,0,500,6.676979
0,1,1,1.9494604
1,1,1,0.5365442
2,1,1,2.1497078
3,1,1,1.3068552
4,1,1,2.9246695
5,1,1,2.093402
6,1,1,0.32565743
7,1,1,3.44107
8,1,1,0.074652866
9,1,1,4.2294493
10,1,1,0.34039673
11,1,1,2.7806628
12,1,1,0.8716584
13,1,1,1.4900768
14,1,1,0.16107681
15,1,1,0.83974236
16,1,1,2.609081
17,1,1,3.278325
18,1,1,4.1272283
19,1,1,0.21004422
20,1,1,0.6558524
21,1,1,4.3997746
22,1,1,0.31886667
23,1,1,0.81477994
24,1,1,1.8530391
25,1,1,6.82259
26,1,1,1.5113316
27,1,1,1.5698596
28,1,1,1.6731112
29,1,1,3.1206977
30,1,1,2.5890944
31,1,1,4.883361
0,1,2,2.1450157
1,1,2,0.6113089
2,1,2,2.2493014
3,1,2,1.5352005
4,1,2,3.0653725
5,1,2,2.1992207
6,1,2,0.36376947
7,1,2,3.6051714
8,1,2,0.09007933
9,1,2,4.343734
10,1,2,0.3813715
11,1,2,2.9833996
12,1,2,1.0158349
13,1,2,1.6263396
14,1,2,0.17848952
15,1,2,1.015672
16,1,2,2.861236
17,1,2,3.3807352
18,1,2,4.355516
19,1,2,0.25242552
20,1,2,0.798364
21,1,2,4.638205
22,1,2,0.3535831
23,1,2,0.90838194
24,1,2,1.878537
25,1,2,6.9734626
26,1,2,1.7345599
27,1,2,1.7065481
28,1,2,1.8069427
29,1,2,3.2365892
30,1,2,2.80934
31,1,2,5.1896906
0,1,5,2.6950576
1,1,5,0.8424695
2,1,5,2.5093727
3,1,5,2.191398
4,1,5,3.4259362
5,1,5,2.4630587
6,1,5,0.51046014
7,1,5,4.0306253
8,1,5,0.1363365
9,1,5,4.615716
10,1,5,0.5124236
11,1,5,3.6106856
12,1,5,1.4258412
13,1,5,2.0087461
14,1,5,0.24209902
15,1,5,1.6281458
16,1,5,3.5257792
17,1,5,3.6379442
18,1,5,4.935769
19,1,5,0.4101645
20,1,5,1.2697623
21,1,5,5.2690544
22,1,5,0.4726234
23,1,5,1.1690018
24,1,5,1.9491556
25,1,5,7.3533306
26,1,5,2.3490596
27,1,5,2.0995717
28,1,5,2.1618464
29,1,5,3.4978392
30,1,5,3.3501093
31,1,5,5.93256
0,1,10,3.3424675
1,1,10,1.1250145
2,1,10,2.7924247
3,1,10,2.9750917
4,1,10,3.8111696
5,1,10,2.7371905
6,1,10,0.715411
7,1,10,4.5133505
8,1,10,0.21381547
9,1,10,4.881761
10,1,10,0.700381
11,1,10,4.3302674
12,1,10,1.9922799
13,1,10,2.394281
14,1,10,0.36155096
15,1,10,2.7048242
16,1,10,4.2185793
17,1,10,3.918725
18,1,10,5.4998407
19,1,10,0.6620909
20,1,10,1.8752725
21,1,10,5.931156
22,1,10,0.66605055
23,1,10,1.4728386
24,1,10,2.0241241
25,1,10,7.7406034
26,1,10,3.0503206
27,1,10,2.692639
28,1,10,2.5301976
29,1,10,3.7785833
30,1,10,3.8663242
31,1,10,6.5844746
0,1,50,3.5711653
1,1,50,1.2004443
2,1,50,2.8548536
3,1,50,3.3734453
4,1,50,3.9271507
5,1,50,2.7930841
6,1,50,0.8557358
7,1,50,4.6604795
8,1,50,0.25470552
9,1,50,4.930452
10,1,50,0.77051526
11,1,50,4.497528
12,1,50,2.1646588
13,1,50,2.535007
14,1,50,0.44195956
15,1,50,3.4271083
16,1,50,4.3740764
17,1,50,3.9891422
18,1,50,5.6415586
19,1,50,0.7958797
20,1,50,2.045711
21,1,50,6.1410856
22,1,50,0.8288993
23,1,50,1.5806595
24,1,50,2.038805
25,1,50,7.842041
26,1,50,3.247221
27,1,50,3.0764267
28,1,50,2.598488
29,1,50,3.8400035
30,1,50,3.9914227
31,1,50,6.6780763
0,1,100,3.574814
1,1,100,1.2014959
2,1,100,2.8566628
3,1,100,3.3844006
4,1,100,3.9334083
5,1,100,2.7923203
6,1,100,0.8554503
7,1,100,4.660909
8,1,100,0.25501734
9,1,100,4.9350038
10,1,100,0.77474654
11,1,100,4.4945154
12,1,100,2.1639514
13,1,100,2.5417552
14,1,100,0.43129086
15,1,100,3.4348443
16,1,100,4.3734546
17,1,100,3.9922209
18,1,100,5.64203
19,1,100,0.797191
20,1,100,2.0491977
21,1,100,6.1425056
22,1,100,0.82983273
23,1,100,1.576525
24,1,100,2.0391502
25,1,100,7.8442287
26,1,100,3.2509968
27,1,100,3.0778613
28,1,100,2.601437
29,1,100,3.8402722
30,1,100,3.989255
31,1,100,6.6736717
0,1,200,3.582844
1,1,200,1.2034293
2,1,200,2.8573728
3,1,200,3.387333
4,1,200,3.9334328
5,1,200,2.794608
6,1,200,0.8582398
7,1,200,4.665546
8,1,200,0.25463906
9,1,200,4.934449
10,1,200,0.77386314
11,1,200,4.4967
12,1,200,2.169151
13,1,200,2.5437176
14,1,200,0.41070434
15,1,200,3.443476
16,1,200,4.3731246
17,1,200,3.9947114
18,1,200,5.6482844
19,1,200,0.796034
20,1,200,2.0556426
21,1,200,6.1409864
22,1,200,0.8306348
23,1,200,1.5739315
24,1,200,2.038246
25,1,200,7.8461895
26,1,200,3.2473052
27,1,200,3.0770664
28,1,200,2.6007886
29,1,200,3.8406432
30,1,200,3.9866476
31,1,200,6.677576
0,1,500,3.5840185
1,1,500,1.2012426
2,1,500,2.858409
3,1,500,3.3846927
4,1,500,3.9353068
5,1,500,2.7954755
6,1,500,0.8582441
7,1,500,4.6633205
8,1,500,0.2539457
9,1,500,4.9300284
10,1,500,0.7737392
11,1,500,4.498476
12,1,500,2.1693144
13,1,500,2.5468671
14,1,500,0.40930036
15,1,500,3.443891
16,1,500,4.3736067
17,1,500,3.9920568
18,1,500,5.650243
19,1,500,0.79671425
20,1,500,2.0586214
21,1,500,6.14289
22,1,500,0.8306531
23,1,500,1.5733923
24,1,500,2.0389583
25,1,500,7.8475876
26,1,500,3.2526264
27,1,500,3.0771203
28,1,500,2.6004272
29,1,500,3.8436027
30,1,500,3.9957776
31,1,500,6.6774073
0,2,1,1.9479698
1,2,1,0.53842175
2,2,1,2.1446528
3,2,1,1.3123251
4,2,1,2.9224782
5,2,1,2.1012983
6,2,1,0.3212779
7,2,1,3.4484255
8,2,1,0.07724158
9,2,1,4.236683
10,2,1,0.33921173
11,2,1,2.7821603
12,2,1,0.8690911
13,2,1,1.4835536
14,2,1,0.16201106
15,2,1,0.8446982
16,2,1,2.606112
17,2,1,3.2780905
18,2,1,4.1187162
19,2,1,0.20953096
20,2,1,0.64032084
21,2,1,4.395624
22,2,1,0.31854695
23,2,1,0.813211
24,2,1,1.8513168
25,2,1,6.8242025
26,2,1,1.5039
27,2,1,1.5712074
28,2,1,1.6712521
29,2,1,3.128048
30,2,1,2.5848842
31,2,1,4.888457
0,2,2,2.1277645
1,2,2,0.6164325
2,2,2,2.2451174
3,2,2,1.5426949
4,2,2,3.062868
5,2,2,2.2000613
6,2,2,0.36551696
7,2,2,3.6069689
8,2,2,0.0896332
9,2,2,4.3376174
10,2,2,0.3820737
11,2,2,2.9763536
12,2,2,1.0088029
13,2,2,1.6321986
14,2,2,0.17975524
15,2,2,1.0075548
16,2,2,2.8659837
17,2,2,3.3702784
18,2,2,4.35518
19,2,2,0.25196046
20,2,2,0.7945417
21,2,2,4.650792
22,2,2,0.35826123
23,2,2,0.90842706
24,2,2,1.8784467
25,2,2,6.9716206
26,2,2,1.7498964
27,2,2,1.6955833
28,2,2,1.8023281
29,2,2,3.2287412
30,2,2,2.8017857
31,2,2,5.203949
0,2,5,2.6937582
1,2,5,0.83756673
2,2,5,2.506301
3,2,5,2.2015092
4,2,5,3.4286704
5,2,5,2.461613
6,2,5,0.505327
7,2,5,4.0298357
8,2,5,0.13649769
9,2,5,4.6185174
10,2,5,0.5115932
11,2,5,3.6031473
12,2,5,1.4393859
13,2,5,2.0049827
14,2,5,0.24447969
15,2,5,1.621098
16,2,5,3.546793
17,2,5,3.6398792
18,2,5,4.9385185
19,2,5,0.40976658
20,2,5,1.2734369
21,2,5,5.2736664
22,2,5,0.4693896
23,2,5,1.175115
24,2,5,1.9503579
25,2,5,7.3524013
26,2,5,2.3498821
27,2,5,2.1003184
28,2,5,2.1738653
29,2,5,3.5049603
30,2,5,3.331349
31,2,5,5.942453
0,2,10,3.3458028
1,2,10,1.124811
2,2,10,2.7914433
3,2,10,2.9760895
4,2,10,3.8106506
5,2,10,2.7355332
6,2,10,0.7185358
7,2,10,4.506779
8,2,10,0.2144167
9,2,10,4.880684
10,2,10,0.70169234
11,2,10,4.337702
12,2,10,1.9986949
13,2,10,2.394044
14,2,10,0.36166635
15,2,10,2.7047174
16,2,10,4.2182226
17,2,10,3.9174364
18,2,10,5.501547
19,2,10,0.66532314
20,2,10,1.8766754
21,2,10,5.9256916
22,2,10,0.66531897
23,2,10,1.4751956
24,2,10,2.023079
25,2,10,7.743079
26,2,10,3.0462856
27,2,10,2.694316
28,2,10,2.52496
29,2,10,3.7812755
30,2,10,3.8691509
31,2,10,6.5816593
0,2,50,3.5695145
1,2,50,1.2028633
2,2,50,2.8558755
3,2,50,3.362243
4,2,50,3.9316254
5,2,50,2.7910671
6,2,50,0.85513586
7,2,50,4.6635466
8,2,50,0.25440398
9,2,50,4.936067
10,2,50,0.7723219
11,2,50,4.498657
12,2,50,2.167998
13,2,50,2.5374322
14,2,50,0.44603944
15,2,50,3.4181716
16,2,50,4.3695545
17,2,50,3.9893503
18,2,50,5.6392393
19,2,50,0.7960784
20,2,50,2.043564
21,2,50,6.1425447
22,2,50,0.82997185
23,2,50,1.5785865
24,2,50,2.04032
25,2,50,7.8425636
26,2,50,3.2426827
27,2,50,3.0745473
28,2,50,2.600171
29,2,50,3.8434582
30,2,50,3.9948866
31,2,50,6.6784472
0,2,100,3.5765007
1,2,100,1.20248
2,2,100,2.8615727
3,2,100,3.3859208
4,2,100,3.932915
5,2,100,2.796485
6,2,100,0.8555153
7,2,100,4.660774
8,2,100,0.25503254
9,2,100,4.9363556
10,2,100,0.772794
11,2,100,4.498521
12,2,100,2.1657314
13,2,100,2.5404413
14,2,100,0.4337791
15,2,100,3.4306257
16,2,100,4.373694
17,2,100,3.9903555
18,2,100,5.6426296
19,2,100,0.79711795
20,2,100,2.0507598
21,2,100,6.1405964
22,2,100,0.8299337
23,2,100,1.577888
24,2,100,2.0384874
25,2,100,7.845134
26,2,100,3.2463977
27,2,100,3.0758514
28,2,100,2.600229
29,2,100,3.8408434
30,2,100,3.9900315
31,2,100,6.679596
0,2,200,3.5816967
1,2,200,1.2044462
2,2,200,2.8579087
3,2,200,3.3832462
4,2,200,3.9348416
5,2,200,2.7962868
6,2,200,0.8571544
7,2,200,4.6642847
8,2,200,0.25452286
9,2,200,4.9342456
10,2,200,0.77214694
11,2,200,4.495217
12,2,200,2.1645539
13,2,200,2.5450635
14,2,200,0.40968895
15,2,200,3.4349546
16,2,200,4.3736405
17,2,200,3.9933407
18,2,200,5.6488495
19,2,200,0.7938013
20,2,200,2.0533168
21,2,200,6.1446943
22,2,200,0.8307584
23,2,200,1.5747764
24,2,200,2.0385008
25,2,200,7.848094
26,2,200,3.2498202
27,2,200,3.075604
28,2,200,2.6010163
29,2,200,3.8429313
30,2,200,3.9908938
31,2,200,6.677562
0,2,500,3.5856397
1,2,500,1.203595
2,2,500,2.8577237
3,2,500,3.3859127
4,2,500,3.9327505
5,2,500,2.797282
6,2,500,0.86127627
7,2,500,4.6634045
8,2,500,0.25377533
9,2,500,4.9324126
10,2,500,0.77174276
11,2,500,4.494992
12,2,500,2.163502
13,2,500,2.5445042
14,2,500,0.40869114
15,2,500,3.433284
16,2,500,4.372384
17,2,500,3.9927576
18,2,500,5.648897
19,2,500,0.7954826
20,2,500,2.0605454
21,2,500,6.143346
22,2,500,0.8308785
23,2,500,1.5753118
24,2,500,2.0381227
25,2,500,7.845749
26,2,500,3.2455328
27,2,500,3.0760589
28,2,500,2.604084
29,2,500,3.8407426
30,2,500,3.9950197
31,2,500,6.678216
0,3,1,1.9475322
1,3,1,0.5363919
2,3,1,2.1464684
3,3,1,1.3157424
4,3,1,2.9248545
5,3,1,2.0970416
6,3,1,0.32224947
7,3,1,3.4446263
8,3,1,0.07554411
9,3,1,4.232349
10,3,1,0.34195566
11,3,1,2.7829156
12,3,1,0.86086863
13,3,1,1.4885875
14,3,1,0.16173573
15,3,1,0.84245294
16,3,1,2.622577
17,3,1,3.2805572
18,3,1,4.127304
19,3,1,0.21228424
20,3,1,0.64564675
21,3,1,4.3940935
22,3,1,0.3206476
23,3,1,0.81574345
24,3,1,1.8505782
25,3,1,6.8223486
26,3,1,1.5070349
27,3,1,1.5691792
28,3,1,1.6748102
29,3,1,3.1279867
30,3,1,2.5886157
31,3,1,4.898384
0,3,2,2.144511
1,3,2,0.61005706
2,3,2,2.2410707
3,3,2,1.5483418
4,3,2,3.0683708
5,3,2,2.202035
6,3,2,0.3661358
7,3,2,3.6016207
8,3,2,0.08959122
9,3,2,4.3430867
10,3,2,0.37929562
11,3,2,2.9876344
12,3,2,1.012004
13,3,2,1.6260449
14,3,2,0.17841786
15,3,2,1.013882
16,3,2,2.8726861
17,3,2,3.376852
18,3,2,4.3571024
19,3,2,0.25281557
20,3,2,0.80085534
21,3,2,4.6417155
22,3,2,0.35298374
23,3,2,0.9039254
24,3,2,1.8787081
25,3,2,6.9690337
26,3,2,1.7419149
27,3,2,1.7018739
28,3,2,1.8061771
29,3,2,3.234854
30,3,2,2.7967343
31,3,2,5.2049255
0,3,5,2.6936266
1,3,5,0.83774424
2,3,5,2.508337
3,3,5,2.1878312
4,3,5,3.4248676
5,3,5,2.4652724
6,3,5,0.5085954
7,3,5,4.029883
8,3,5,0.13718097
9,3,5,4.614006
10,3,5,0.51010484
11,3,5,3.5991278
12,3,5,1.4439254
13,3,5,2.0111723
14,3,5,0.24099688
15,3,5,1.6214786
16,3,5,3.5364718
17,3,5,3.6398468
18,3,5,4.934673
19,3,5,0.41221792
20,3,5,1.2706931
21,3,5,5.2627144
22,3,5,0.46964994
23,3,5,1.1718503
24,3,5,1.9502051
25,3,5,7.3545
26,3,5,2.3591824
27,3,5,2.1016676
28,3,5,2.1648817
29,3,5,3.505302
30,3,5,3.329191
31,3,5,5.931121
0,3,10,3.35026
1,3,10,1.1221812
2,3,10,2.7861319
3,3,10,2.9748926
4,3,10,3.8151593
5,3,10,2.7312002
6,3,10,0.7149437
7,3,10,4.507188
8,3,10,0.21463113
9,3,10,4.881854
10,3,10,0.697779
11,3,10,4.3283534
12,3,10,1.9945283
13,3,10,2.395587
14,3,10,0.36168373
15,3,10,2.7013226
16,3,10,4.2193785
17,3,10,3.9191272
18,3,10,5.4958987
19,3,10,0.6667073
20,3,10,1.8807162
21,3,10,5.930354
22,3,10,0.6651204
23,3,10,1.4756184
24,3,10,2.024152
25,3,10,7.7458525
26,3,10,3.0587814
27,3,10,2.7052102
28,3,10,2.52686
29,3,10,3.781967
30,3,10,3.8679922
31,3,10,6.5824428
0,3,50,3.5708828
1,3,50,1.2001716
2,3,50,2.8576033
3,3,50,3.3640485
4,3,50,3.9302144
5,3,50,2.7945523
6,3,50,0.855648
7,3,50,4.6617684
8,3,50,0.2548341
9,3,50,4.932757
10,3,50,0.7711365
11,3,50,4.500588
12,3,50,2.170365
13,3,50,2.536155
14,3,50,0.4435285
15,3,50,3.4197886
16,3,50,4.3705373
17,3,50,3.9916039
18,3,50,5.6443815
19,3,50,0.79444355
20,3,50,2.0484128
21,3,50,6.140068
22,3,50,0.82712114
23,3,50,1.5761293
24,3,50,2.0380254
25,3,50,7.843213
26,3,50,3.247101
27,3,50,3.0789318
28,3,50,2.6017628
29,3,50,3.8411453
30,3,50,3.9893372
31,3,50,6.676979
0,3,100,3.5793028
1,3,100,1.2040352
2,3,100,2.859875
3,3,100,3.3835528
4,3,100,3.9332507
5,3,100,2.7966454
6,3,100,0.8572257
7,3,100,4.6614523
8,3,100,0.25414357
9,3,100,4.930567
10,3,100,0.77400047
11,3,100,4.495241
12,3,100,2.166549
13,3,100,2.5465045
14,3,100,0.4249982
15,3,100,3.439276
16,3,100,4.372217
17,3,100,3.9919264
18,3,100,5.6464896
19,3,100,0.79682285
20,3,100,2.0498223
21,3,100,6.1426916
22,3,100,0.8313288
23,3,100,1.575206
24,3,100,2.038159
25,3,100,7.8423023
26,3,100,3.2490876
27,3,100,3.0767627
28,3,100,2.6035304
29,3,100,3.8444715
30,3,100,3.9897625
31,3,100,6.6731997
0,3,200,3.5799875
1,3,200,1.2041409
2,3,200,2.853126
3,3,200,3.3859181
4,3,200,3.9350915
5,3,200,2.7957978
6,3,200,0.8571212
7,3,200,4.6632414
8,3,200,0.25417346
9,3,200,4.934175
10,3,200,0.7759506
11,3,200,4.5011177
12,3,200,2.1678429
13,3,200,2.5485818
14,3,200,0.41061217
15,3,200,3.4389052
16,3,200,4.372879
17,3,200,3.9923992
18,3,200,5.6486397
19,3,200,0.7938596
20,3,200,2.0589075
21,3,200,6.1450977
22,3,200,0.83317757
23,3,200,1.5746092
24,3,200,2.037237
25,3,200,7.8475223
26,3,200,3.2461357
27,3,200,3.080242
28,3,200,2.6014094
29,3,200,3.8415983
30,3,200,3.9916577
31,3,200,6.6795073
0,3,500,3.583744
1,3,500,1.2024626
2,3,500,2.857185
3,3,500,3.3913016
4,3,500,3.9327428
5,3,500,2.7964885
6,3,500,0.8587426
7,3,500,4.6620674
8,3,500,0.25422987
9,3,500,4.9315996
10,3,500,0.77366847
11,3,500,4.4986057
12,3,500,2.1653705
13,3,500,2.5485163
14,3,500,0.4086069
15,3,500,3.443114
16,3,500,4.371028
17,3,500,3.992567
18,3,500,5.6483545
19,3,500,0.7965881
20,3,500,2.0605574
21,3,500,6.144992
22,3,500,0.8329763
23,3,500,1.5751722
24,3,500,2.0382693
25,3,500,7.8462434
26,3,500,3.2475271
27,3,500,3.0786219
28,3,500,2.5998
29,3,500,3.845161
30,3,500,3.99292
31,3,500,6.675809
0,4,1,1.945667
1,4,1,0.53712267
2,4,1,2.153155
3,4,1,1.3123106
4,4,1,2.9253576
5,4,1,2.0982354
6,4,1,0.3269997
7,4,1,3.4441664
8,4,1,0.07577404
9,4,1,4.2303677
10,4,1,0.34121123
11,4,1,2.7736049
12,4,1,0.87705195
13,4,1,1.4914058
14,4,1,0.16131607
15,4,1,0.8454672
16,4,1,2.6186657
17,4,1,3.2762055
18,4,1,4.128916
19,4,1,0.20946695
20,4,1,0.6439703
21,4,1,4.398385
22,4,1,0.3188733
23,4,1,0.8138684
24,4,1,1.8519825
25,4,1,6.8199472
26,4,1,1.4973228
27,4,1,1.5725764
28,4,1,1.6676275
29,4,1,3.1283622
30,4,1,2.608242
31,4,1,4.896574
0,4,2,2.1357086
1,4,2,0.6121059
2,4,2,2.257785
3,4,2,1.5347166
4,4,2,3.0667512
5,4,2,2.1973028
6,4,2,0.36893043
7,4,2,3.6041467
8,4,2,0.09073764
9,4,2,4.3353205
10,4,2,0.3813409
11,4,2,2.986429
12,4,2,1.0005322
13,4,2,1.6265652
14,4,2,0.17910993
15,4,2,1.0191681
16,4,2,2.863464
17,4,2,3.3758235
18,4,2,4.351967
19,4,2,0.25523955
20,4,2,0.7916
21,4,2,4.646517
22,4,2,0.35376585
23,4,2,0.90843874
24,4,2,1.8775814
25,4,2,6.9730635
26,4,2,1.7346942
27,4,2,1.7050872
28,4,2,1.8166808
29,4,2,3.2300866
30,4,2,2.8024273
31,4,2,5.1977816
0,4,5,2.7048216
1,4,5,0.84048843
2,4,5,2.513341
3,4,5,2.1946363
4,4,5,3.4236133
5,4,5,2.4662273
6,4,5,0.50183636
7,4,5,4.0260153
8,4,5,0.13504031
9,4,5,4.6090894
10,4,5,0.5146467
11,4,5,3.613993
12,4,5,1.4360787
13,4,5,2.0021663
14,4,5,0.24441263
15,4,5,1.6265107
16,4,5,3.5372455
17,4,5,3.6370902
18,4,5,4.9278774
19,4,5,0.40873632
20,4,5,1.2780576
21,4,5,5.274594
22,4,5,0.4726139
23,4,5,1.1702266
24,4,5,1.9508673
25,4,5,7.351305
26,4,5,2.3522522
27,4,5,2.106345
28,4,5,2.1656675
29,4,5,3.4994593
30,4,5,3.3209672
31,4,5,5.9419613
0,4,10,3.350641
1,4,10,1.1250035
2,4,10,2.789657
3,4,10,2.9756782
4,4,10,3.8113441
5,4,10,2.7327566
6,4,10,0.71596557
7,4,10,4.504133
8,4,10,0.21496694
9,4,10,4.8856926
10,4,10,0.69918764
11,4,10,4.3303204
12,4,10,1.9988513
13,4,10,2.396334
14,4,10,0.36310324
15,4,10,2.6986604
16,4,10,4.214886
17,4,10,3.9205368
18,4,10,5.497224
19,4,10,0.66470003
20,4,10,1.8786445
21,4,10,5.927097
22,4,10,0.6658797
23,4,10,1.474295
24,4,10,2.0238929
25,4,10,7.74415
26,4,10,3.0535324
27,4,10,2.7040362
28,4,10,2.5245614
29,4,10,3.7819123
30,4,10,3.8692665
31,4,10,6.5826855
0,4,50,3.5755153
1,4,50,1.2028849
2,4,50,2.8554676
3,4,50,3.3617494
4,4,50,3.9313166
5,4,50,2.7937765
6,4,50,0.8577873
7,4,50,4.661176
8,4,50,0.25546286
9,4,50,4.933543
10,4,50,0.7702676
11,4,50,4.49637
12,4,50,2.1666112
13,4,50,2.5345044
14,4,50,0.43923783
15,4,50,3.42533
16,4,50,4.371268
17,4,50,3.9909682
18,4,50,5.6428967
19,4,50,0.792157
20,4,50,2.049757
21,4,50,6.1387796
22,4,50,0.82822293
23,4,50,1.577652
24,4,50,2.0399861
25,4,50,7.843767
26,4,50,3.2437086
27,4,50,3.0743833
28,4,50,2.6012502
29,4,50,3.8402116
30,4,50,3.992444
31,4,50,6.6725416
0,4,100,3.578679
1,4,100,1.2014483
2,4,100,2.857646
